"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"ProudSIKH!.TruthSupportr,#Taurus,LOveGod! Swadeshi,Cows,Trust my willpower.wants2live happly! !Tweets=Likes/followd by Hon'ble @PiyushGoyalOffc",16826,2167,3071,2137,"https://t.co/UCUBifA5YW","<ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><U+262C> IishpreetK <U+262C> <ed><U+00A0><U+00BD><ed><U+00BA><U+00A9>",2016-07-24 13:49:10,FALSE,FALSE,"sapnasandhu1981","","en","757211021299769345",6,FALSE,"http://pbs.twimg.com/profile_images/861851796104335360/zDzBaAmS_normal.jpg"
"",12513,345,9,409,NA,"Nuraeny Elvira",2016-12-14 02:06:38,FALSE,FALSE,"ElviraNuraeny","Bogor Barat, Indonesia","id","808855686729834497",0,FALSE,"http://pbs.twimg.com/profile_images/808866300428550144/ZMZjC0CP_normal.jpg"
"",13101,344,9,363,NA,"Adira Aazahra",2016-12-08 06:46:12,FALSE,FALSE,"AazahraAdira","Indramayu, Indonesia","id","806751713793228801",0,FALSE,"http://pbs.twimg.com/profile_images/806775041903902720/L5V_6X_n_normal.jpg"
"GiveawaySnood is giving away 2 New iPhone 7 Plus (worth $969) for 2 Winners every week! JOIN to WIN! Take 2 min to FOLLOW the step on my pinned tweet!!",118884,201,0,4,NA,".WIN IPHONE 7 PLUS.",2017-04-05 13:49:32,FALSE,FALSE,"giveawaysnood","Chicago, IL","en","849620019164061696",9,FALSE,"http://pbs.twimg.com/profile_images/849818258957942784/arTvGKZa_normal.jpg"
"There are no secrets to success. It is the result of preparation, hard work, and learning from failure.",12052,256,7,398,NA,"Puput Lupita Sari",2016-12-17 03:17:12,FALSE,FALSE,"putlupit","Bogor Barat, Indonesia","en","809960609215299584",1,FALSE,"http://pbs.twimg.com/profile_images/810684141842747393/0n-8kTy1_normal.jpg"
"",11925,346,1,413,NA,"Dhifa Amira",2016-12-16 01:43:26,FALSE,FALSE,"AmiraDhifa","Bogor Barat, Indonesia","id","809574625885626368",5,FALSE,"http://pbs.twimg.com/profile_images/809606631646339072/6ViK2Nti_normal.jpg"
"It seems everyone's so worried about getting hurt that they forget about letting love happen.",12061,257,7,396,NA,"Ferani Aprilicia",2016-12-19 06:39:10,FALSE,FALSE,"feraprilici","Jakarta Capital Region","en","810736213216952320",3,FALSE,"http://pbs.twimg.com/profile_images/810765161887711233/RCUxvRwK_normal.jpg"
"The Official Twitter news feed of DZMM Radyo Patrol 630, DZMM TeleRadyo and http://t.co/dGWvKzLl9n. Like us on Facebook: http://t.co/LyZoBw5CIn",237796,1211973,501,143,"https://t.co/8aBtlIFAZF","DZMM TeleRadyo",2009-11-24 02:03:16,FALSE,FALSE,"DZMMTeleRadyo","ABS-CBN, Diliman, Quezon City","en","92174767",1747,FALSE,"http://pbs.twimg.com/profile_images/595787867437309953/7KV6_Ck9_normal.jpg"
"#Secularealist Reclaiming sovereignty. True liberals support #FreeSpeech. No 'buts'. Oppose and expose pseudo-liberals in the West. #TrueSolidarity",47549,1348,22789,1395,NA,"Ana",2015-03-03 20:12:15,FALSE,FALSE,"TellDramaUK","","en","3068652335",17,FALSE,"http://pbs.twimg.com/profile_images/686314086699765762/jLQ64gqk_normal.jpg"
"Bagumbayan Volunteers for a New Philippines. It is a country that is united and stable. In Bagumbayan, everyone is enabled to be ennobled and free.",46,7,44,54,NA,"Bagumbayan VNP",2017-04-26 11:15:50,FALSE,FALSE,"BagumbayanVNP09","","en","857191485392863232",0,FALSE,"http://pbs.twimg.com/profile_images/857193510507696132/YL-JYFg2_normal.jpg"
"",12676,562,0,574,NA,"Angga Hermawan",2016-12-06 06:30:48,FALSE,FALSE,"angga_herlam","Duren Sawit, Indonesia","id","806023064819474433",0,FALSE,"http://pbs.twimg.com/profile_images/806055309055643649/iF9UYLmq_normal.jpg"
"",12715,557,0,545,NA,"Sely Aryani",2016-12-05 09:11:16,FALSE,FALSE,"AryaniSely","Bogor Selatan, Indonesia","id","805701061185044480",0,FALSE,"http://pbs.twimg.com/profile_images/805970281634230275/uWwEnS7x_normal.jpg"
"",11909,372,1,409,NA,"Balqis Asima",2016-12-16 01:40:45,FALSE,FALSE,"AsimaBalqis","Bogor Selatan, Indonesia","id","809573949172432896",4,FALSE,"http://pbs.twimg.com/profile_images/809606086474940416/ia0QP8IB_normal.jpg"
"English infidel fighting to preserve Christian values, British culture & identity.  Anti EU - Anti Archaic Sharia Law.  Pro Jewish people.",35330,2280,21344,2327,NA,"Liz  Shervill",2013-02-28 16:01:34,FALSE,FALSE,"ShortfuseLiz","West Byfleet Surrey","en","1227852967",53,FALSE,"http://pbs.twimg.com/profile_images/536215493045002240/4ryuNijG_normal.jpeg"
"I believe constitutional monarchy is the way to go - our own. Am single, a composer, live alone with my beloved cat, Aikimah & large, varied multimedia library.",15519,164,1320,31,NA,"Warren Abeshouse",2010-07-09 04:34:59,FALSE,FALSE,"aroyal4oz","Willoughby, Sydney, Australia","en","164556839",217,FALSE,"http://pbs.twimg.com/profile_images/3777200848/b0e508ca5c240a2372dd17011e5fda21_normal.png"
"Updated: Sending Our Love & Prayers for Victims, Families & the City of Manchester. Stay Together MCR.<U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B5><U+00AF><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Don't Text & Drive<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Don't Drink & Drive<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",23399,0,1,0,NA,"sl strategies",2015-06-11 19:29:16,FALSE,FALSE,"slstrategiesusa","United States","en","3242553642",1,FALSE,"http://pbs.twimg.com/profile_images/867141500320272385/CAGOcyVD_normal.jpg"
"If you think you can't, you're right.",12044,245,7,400,NA,"Tias Wuriyana",2016-12-17 02:26:59,FALSE,FALSE,"tiawury","Bogor Barat, Indonesia","en","809947973262180352",0,FALSE,"http://pbs.twimg.com/profile_images/810673335696703488/PPMLwcbI_normal.jpg"
"",660,280,0,74,NA,"Jon Ibanez",2015-10-22 06:17:32,FALSE,FALSE,"jonibanez35","","en","3977288353",0,FALSE,"http://pbs.twimg.com/profile_images/747368364314505216/ZxDwA8o8_normal.jpg"
"#positivesquad",10231,330,1310,271,"https://t.co/zmgUxdwx0n","benzo",2013-01-09 18:16:48,FALSE,FALSE,"ccBenjamin_Lux_","Haguenau ","fr","1074501440",3,FALSE,"http://pbs.twimg.com/profile_images/868620857500999680/p6jU2D2m_normal.jpg"
"",12733,559,0,565,NA,"Elis Astuti",2016-12-06 01:32:12,FALSE,FALSE,"ElisAstuti2","Tanah Sareal, Indonesia","id","805947917731295232",0,FALSE,"http://pbs.twimg.com/profile_images/805976196848578561/g2sM1aTB_normal.jpg"
"",12826,345,9,411,NA,"Asma Adibah",2016-12-10 01:34:45,FALSE,FALSE,"AsmaAdibah","Lowokwaru, Indonesia","id","807398113921171457",0,FALSE,"http://pbs.twimg.com/profile_images/807422008468176896/wESIYu4s_normal.jpg"
"",12982,325,0,583,NA,"Thomas Albert",2016-11-27 09:23:59,FALSE,FALSE,"thomas_kur","<U+0639><U+0633><U+064A><U+0631>, <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>","id","802805154391080960",1,FALSE,"http://pbs.twimg.com/profile_images/802815291788906497/DLe_8A04_normal.jpg"
"Take my life as an adverture",12926,374,0,201,NA,"Afifa Sarah",2016-12-03 02:34:35,FALSE,FALSE,"afifasar","","en","804876454597193728",0,FALSE,"http://pbs.twimg.com/profile_images/804940210572140544/c3jfdR6E_normal.jpg"
"",13247,339,9,403,NA,"Zia Asmiranda",2016-12-07 02:27:02,FALSE,FALSE,"AsmirandaZia","Duren Sawit, Indonesia","id","806324105171574784",0,FALSE,"http://pbs.twimg.com/profile_images/806331149152718848/9CuKzfsN_normal.jpg"
"Hateful <ed><U+00A0><U+00BD><ed><U+00B8><U+008C>",11,13,1,25,NA,"Belle",2017-05-25 12:00:01,FALSE,FALSE,"kanarihikari","","en","867711849709555712",0,FALSE,"http://pbs.twimg.com/profile_images/867718094923460608/ACto_cLa_normal.jpg"
"",13131,555,0,555,NA,"Faisal Arif",2016-11-27 11:44:37,FALSE,FALSE,"ariffaisal010","","id","802840547144540160",5,FALSE,"http://pbs.twimg.com/profile_images/802858083596660736/euVgBB56_normal.jpg"
"Many people will walk in and out of your life, but only true friends will leave footprints in your heart",12276,262,7,399,NA,"Rania Pramesti",2016-12-15 04:10:35,FALSE,FALSE,"pramerania","Bogor Barat, Indonesia","en","809249268066357248",3,FALSE,"http://pbs.twimg.com/profile_images/809567428384464896/0OyohMz9_normal.jpg"
"Real integrity is doing the right thing, knowing that nobody's going to know whether you did it or not.",12543,360,0,11,NA,"Shafira Saraswati",2016-12-07 04:41:09,FALSE,FALSE,"shafiraswat","South Semarang, Indonesia","en","806357855733481476",0,FALSE,"http://pbs.twimg.com/profile_images/806677231724466176/4TFrhcwT_normal.jpg"
"",12746,338,9,412,NA,"Rini Athirah",2016-12-10 06:43:08,FALSE,FALSE,"athirah_rini","Tanjung Priok, Indonesia","id","807475719521660928",0,FALSE,"http://pbs.twimg.com/profile_images/808495697196511232/3Vg5vMkn_normal.jpg"
"I love you not only for what you are, but for what I am when I am with you",12171,268,7,398,NA,"Liyana Nur Aini",2016-12-16 04:17:43,FALSE,FALSE,"lyanurani","Bogor Selatan, Indonesia","en","809613452960550913",3,FALSE,"http://pbs.twimg.com/profile_images/809982382241550337/JXd5sEZV_normal.jpg"
"",110094,257,2171,105,NA,"Moonlight|Fragrance",2011-11-09 05:45:09,FALSE,FALSE,"NurraihanaNU","Alone","en","408256488",16,FALSE,"http://pbs.twimg.com/profile_images/864410666626461696/GBghF7Wv_normal.jpg"
"",11941,355,1,413,NA,"Farisha Ica",2016-12-16 02:12:57,FALSE,FALSE,"FarishaIca1","Bogor Selatan, Indonesia","id","809582051674488832",4,FALSE,"http://pbs.twimg.com/profile_images/809610513780875264/Ns7KMznw_normal.jpg"
"A life without love is like a tree without fruit.",12315,278,7,397,NA,"Daisy Syamillah",2016-12-16 03:17:42,FALSE,FALSE,"daisyamill","Bogor, Jawa Barat","en","809598348986613760",3,FALSE,"http://pbs.twimg.com/profile_images/809676059180285952/TJTRec4D_normal.jpg"
"<U+0641><U+064E><U+0628><U+0650><U+0623><U+064E><U+064A><U+0650><U+0651> <U+0622><U+0644><U+0627><U+0621><U+0650> <U+0631><U+064E><U+0628><U+0650><U+0651><U+0643><U+064F><U+0645><U+064E><U+0627> <U+062A><U+064F><U+0643><U+064E><U+0630><U+0628><U+0670><U+0646>",6026,166,8221,29,"https://t.co/HkBckQkuF4","BusyEnvelope46",2013-04-20 17:00:13,FALSE,FALSE,"jia_genious","Apocalypse","en","1367518226",4,FALSE,"http://pbs.twimg.com/profile_images/867288550198448128/hfEiPhKW_normal.jpg"
"",1961,98,1865,806,NA,"Brian O'Donnell",2009-10-14 12:42:37,FALSE,FALSE,"bkodonnell","Spring Lake, MI","en","82349701",3,FALSE,"http://pbs.twimg.com/profile_images/766461594851090432/V7d0dIXn_normal.jpg"
"Good Father,  and proud citizen of the United states of America. A security expert.The biggest problem in the world today is  islam.",17337,787,4163,334,NA,"always truth",2010-07-22 19:09:36,FALSE,FALSE,"Oswald524","","en","169609704",21,FALSE,"http://pbs.twimg.com/profile_images/806929950351773697/5nGCF_cv_normal.jpg"
"Never Seen Anything 'Quite Like You'",2673,278,3536,253,NA,"Vince Robert",2014-05-15 10:35:57,FALSE,FALSE,"BeensArbo","","en","2496114985",0,FALSE,"http://pbs.twimg.com/profile_images/848187493467930625/2oQlOYrg_normal.jpg"
"Black",13064,362,4,361,NA,"Vino Lazarus",2016-12-06 03:58:53,FALSE,FALSE,"vilazzzar","Dramaga, Indonesia","en","805984832127963140",0,FALSE,"http://pbs.twimg.com/profile_images/806305220632268800/8lm5ZF4Q_normal.jpg"
"six thirteen",3917,215,12078,111,NA,"ydel <ed><U+00A0><U+00BD><ed><U+00B0><U+00AF>",2014-10-10 07:45:18,FALSE,FALSE,"YdelEstella","ruh x ceb","en","2849916727",2,FALSE,"http://pbs.twimg.com/profile_images/853988405989916672/HZrsIlb2_normal.jpg"
"",13113,542,0,583,NA,"Aditama",2016-11-27 09:10:53,FALSE,FALSE,"aditamajr1","DKI Jakarta, Indonesia","id","802801857898778625",8,FALSE,"http://pbs.twimg.com/profile_images/802813739997110272/DwkLJIog_normal.jpg"
"animation student, witch, and full time barnlaw loving fuck | tryphena/<U+30C8><U+30E9><U+30A4><U+30D5><U+30A7><U+30CA> | <U+30B8><U+30FC><U+30B8><U+30E7><U+30C9><U+3068><U+30EC><U+30A4><U+9006><U+304C><U+5927><U+597D><U+304D> | https://t.co/hsoOZTIJe2 | header: @34CYGNI",34703,448,14200,730,"https://t.co/3aCZ2ptP0v","Tryphena",2016-05-14 20:18:10,FALSE,FALSE,"evebelduke","labyrinthia, ph / bi / they","en","731579376865681408",19,FALSE,"http://pbs.twimg.com/profile_images/861933259768422401/LZxrs28R_normal.jpg"
"Introverted Girl",12926,375,0,159,NA,"Agnes Jovita",2016-12-03 02:37:28,FALSE,FALSE,"agjovit","Bandung, Indonesia","en","804877178831835136",0,FALSE,"http://pbs.twimg.com/profile_images/804941312067653633/l3LoI-DC_normal.jpg"
"Discipline is the bridge between goals and accomplishment.",12446,379,7,396,NA,"Agus Wirawan",2016-12-14 03:31:51,FALSE,FALSE,"aguswiraw","Tangerang, Indonesia","en","808877134777294852",5,FALSE,"http://pbs.twimg.com/profile_images/808947121357344768/xV47Tgna_normal.jpg"
"",13024,426,0,581,NA,"kholil abdul",2016-11-26 08:51:14,FALSE,FALSE,"kholilabdul12","Serpong, Indonesia","id","802434528073551872",4,FALSE,"http://pbs.twimg.com/profile_images/802435369232781312/kEyfHa3o_normal.jpg"
"",12897,340,9,381,NA,"Aisyah Ayudia",2016-12-08 07:22:08,FALSE,FALSE,"AisyahAyudia6","Gunung Sindur, Indonesia","id","806760760441348097",0,FALSE,"http://pbs.twimg.com/profile_images/807033872479203328/DdCjccM2_normal.jpg"
"",13120,344,9,363,NA,"Anisa Ridwansah",2016-12-07 08:27:49,FALSE,FALSE,"AnisaRidwansah","Rungkut, Indonesia","id","806414901585580032",0,FALSE,"http://pbs.twimg.com/profile_images/806677271557742592/2iTIfGSO_normal.jpg"
"",9085,448,69,9,NA,"I R A N",2015-12-11 11:22:48,FALSE,FALSE,"Teh_021","Islamic Republic of Iran","en","4527920294",15,FALSE,"http://pbs.twimg.com/profile_images/702236472728883200/JzqPihbk_normal.jpg"
"",13064,341,9,401,NA,"Silmi Afiqa",2016-12-09 02:18:40,FALSE,FALSE,"afiqa_silmi","Matraman, Indonesia","id","807046776494624769",0,FALSE,"http://pbs.twimg.com/profile_images/807069904981479424/bDPio53O_normal.jpg"
"#YouthVoice The official youth section of @Inq_Lifestyle | For serious news, follow @inquirerdotnet",736,661,1146,181,"https://t.co/ueFSUyS4z4","Inquirer To Be You",2013-03-31 02:33:07,FALSE,FALSE,"InqToBeYou","Manila, Philippines","en","1317558414",6,FALSE,"http://pbs.twimg.com/profile_images/817549451090792449/GIOAcn7W_normal.jpg"
"If you judge people, you have no time to love them.",12316,406,7,473,NA,"Rini Aini",2016-12-15 02:17:03,FALSE,FALSE,"ainirinir","Bogor Barat, Indonesia","en","809220694760255488",5,FALSE,"http://pbs.twimg.com/profile_images/809572022191693824/u6-TRZfk_normal.jpg"
"Mother x Climate Leader x Photographer x Entrepreneur
GaiaNatuResourcePH + CULTuraPhilippines",25933,658,4851,572,"https://t.co/GDOblR8kl7","Maya Gabunales-Barol",2009-11-09 02:56:24,FALSE,FALSE,"mayanimosity","Philippines","en","88576266",15,FALSE,"http://pbs.twimg.com/profile_images/709157429183782912/zMzSY9dy_normal.jpg"
"",13222,336,9,403,NA,"Karen Angel",2016-12-07 04:40:32,FALSE,FALSE,"angel_karei","Harjamukti, Indonesia","id","806357703450824704",0,FALSE,"http://pbs.twimg.com/profile_images/806397321827258368/fF7MJ4y__normal.jpg"
"",534,32,58,224,NA,"Dawn Cabusas",2009-10-25 07:32:07,FALSE,FALSE,"abstract1990","Davao City","en","85032398",1,FALSE,"http://pbs.twimg.com/profile_images/3387187028/5d81ae07ef31b288936d53cf69bf35c9_normal.jpeg"
"",12590,338,9,334,NA,"Inani Amira",2016-12-15 03:24:56,FALSE,FALSE,"AmiraInani","Tanah Abang, Indonesia","id","809237780442337280",4,FALSE,"http://pbs.twimg.com/profile_images/809282020945711104/meYe9aUi_normal.jpg"
"",13056,326,0,569,NA,"Agus Budi",2016-11-24 07:47:41,FALSE,FALSE,"AgusBud48742760","","id","801693756332249088",6,FALSE,"http://pbs.twimg.com/profile_images/801710312151977984/H--So-rg_normal.jpg"
"",74950,1079,23182,504,NA,"Dele Alip.",2010-09-06 03:20:17,FALSE,FALSE,"alpstrrr","Penang Island ","en","187398944",23,FALSE,"http://pbs.twimg.com/profile_images/855594579944284162/fSDqbM1x_normal.jpg"
"",12789,540,0,565,NA,"Abigail Sidiq",2016-12-03 03:33:04,FALSE,FALSE,"AbigailSidiq","Depok, Indonesia","id","804891172858540032",0,FALSE,"http://pbs.twimg.com/profile_images/805593451869847553/XlG0Nl-O_normal.jpg"
"",12443,341,9,405,NA,"Ariestia Audi",2016-12-14 08:15:11,FALSE,FALSE,"AriestiaAudi","Cilandak, Indonesia","id","808948437144178688",5,FALSE,"http://pbs.twimg.com/profile_images/809216362060992512/kYGECN_c_normal.jpg"
"",13217,351,9,403,NA,"Yasinta Apri",2016-12-07 04:11:42,FALSE,FALSE,"ApriYasinta","Sukmajaya, Indonesia","id","806350447409819648",0,FALSE,"http://pbs.twimg.com/profile_images/806393456251863044/dUtCUFSY_normal.jpg"
"",12834,339,9,412,NA,"Asla Abqariah",2016-12-10 01:31:23,FALSE,FALSE,"AbqariahAsla","Lemahabang, Indonesia","id","807397263756632064",0,FALSE,"http://pbs.twimg.com/profile_images/807421478543077376/w01MvapK_normal.jpg"
"Introvert",13501,370,3,542,NA,"Adriana Aline",2016-12-03 02:29:29,FALSE,FALSE,"adrinallinnn","Bogor Timur, Indonesia","en","804875170024476672",0,FALSE,"http://pbs.twimg.com/profile_images/804938240251699200/84dU-rzi_normal.jpg"
"",11943,344,1,412,NA,"Kaisa Aqila D",2016-12-15 08:34:16,FALSE,FALSE,"AqilaKaisa","Bogor Timur, Indonesia","id","809315626716172288",5,FALSE,"http://pbs.twimg.com/profile_images/809599033320689664/t4PBxQRc_normal.jpg"
"Their deaths served as a message to others: that ours is a society that murders the innocent. Do you, too, believe that your sacrifice will change the world?",20861,569,4218,143,"https://t.co/JzjNiboVTd","pac3mak3r",2009-04-26 23:51:55,FALSE,FALSE,"8LAK3y","Lombardy, Italy","en","35604706",52,FALSE,"http://pbs.twimg.com/profile_images/806238455776870401/keJSdtVS_normal.jpg"
"[KAPUSO BRIGADE] Frustrated Photographer || Youscooper ng @gmanews || @youscoop",19535,163,21673,499,"https://t.co/p3XyYVHU1W","John Robert Puzon",2016-03-06 03:58:28,FALSE,FALSE,"JohnRPuz0n","Planet,Philippines","en","706328063647219712",6,FALSE,"http://pbs.twimg.com/profile_images/862018638429077505/FG6jl7R0_normal.jpg"
"The most immature person you'll ever meet.",8695,208,2612,168,"https://t.co/Xa1KtdJAw6","Maykel <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>",2012-04-18 20:17:14,FALSE,FALSE,"mikelcabz","CEBU","en","557183597",1,FALSE,"http://pbs.twimg.com/profile_images/869174496233537536/Xwv_FDhz_normal.jpg"
"writer, artist, and editor swirling in the dark abyss // your source of existential dread™ // im queer & a door a bowl",17432,165,8713,99,"https://t.co/E8XIS7wJsy","spicy onigiri",2012-11-13 15:10:44,FALSE,FALSE,"annxieties","jollibee <U+0669>(<U+25D5><U+203F><U+25D5><U+FF61>)<U+06F6>","en","945950064",1,FALSE,"http://pbs.twimg.com/profile_images/867396902513520641/Zlv-4ml5_normal.jpg"
"",12684,334,9,409,NA,"Ela Sarii",2016-12-13 08:06:14,FALSE,FALSE,"ElaSarii1","Anyer, Indonesia","id","808583795645497344",0,FALSE,"http://pbs.twimg.com/profile_images/808862328544378880/KjOOh0yD_normal.jpg"
"No matter how your heart is grieving, if you keep on believing, the dreams that you wish will come true.",12420,385,7,397,NA,"Dahlia Ramadhani",2016-12-15 03:24:17,FALSE,FALSE,"dahlimad","Bogor Barat, Indonesia","en","809237615262257162",6,FALSE,"http://pbs.twimg.com/profile_images/809300055366635521/vZMV0Lf3_normal.jpg"
"You are never too old to set another goal or to dream a new dream.",12383,269,7,398,NA,"Ghania Nailatul Izza",2016-12-15 04:56:58,FALSE,FALSE,"ghanitulizza","Bogor Timur, Indonesia","en","809260942336749568",6,FALSE,"http://pbs.twimg.com/profile_images/809320086787919872/ny6RqVw-_normal.jpg"
"""Don't waste your time to the the person who doesn't deserve your worth"" (ToMiho)Kisses Delavin and Niel Murillo(BoybandPH)",27740,845,4387,1239,NA,"KissNielKuwait<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>SHE",2015-11-28 21:19:14,FALSE,FALSE,"ladaga_shirlyn","Manila,Philippines","en","4310996961",5,FALSE,"http://pbs.twimg.com/profile_images/865108922788593665/jcbC2Oxl_normal.jpg"
"Journalist. Non-Conformist. Punk.",19652,423,2197,222,"http://t.co/iN56YKT130","Marchel Espina",2010-06-28 11:12:36,FALSE,FALSE,"marchelespina","Middle of Nowhere","en","160511124",61,FALSE,"http://pbs.twimg.com/profile_images/797876321372078081/PSp4gzgW_normal.jpg"
"Freelance academic. Pro-Choice. Classical Liberal. B/S detection. Arial cinematographer. Science. Free thought. R/T's are not necessarily endorsements.",22500,537,26940,319,"https://t.co/SQ7jI3Ukr7","Cool Cat",2014-12-03 01:56:28,FALSE,FALSE,"HDinthesky","Reality","en-gb","2903132871",27,FALSE,"http://pbs.twimg.com/profile_images/867316933506543616/OykKYVGS_normal.jpg"
"",12762,343,9,410,NA,"Anisa Kesya",2016-12-12 10:29:01,FALSE,FALSE,"AnisaKesya","Bekasi Timur, Indonesia","id","808257340533329921",1,FALSE,"http://pbs.twimg.com/profile_images/808497588286550017/SP9aUmvx_normal.jpg"
"",13097,553,0,559,NA,"Siti Barkah",2016-11-27 11:48:37,FALSE,FALSE,"barkahsi","","id","802841556197613568",4,FALSE,"http://pbs.twimg.com/profile_images/802858429760999424/8I-xvphh_normal.jpg"
"Former Goldman Sachs Executive from Frankfurt, #Germany - Doing God's Work - #Insider #News & More",55450,1137,30563,1575,"https://t.co/heqmfM3SUm","Andreas Andersen",2015-09-16 10:36:49,FALSE,FALSE,"notyourcountry","Budapest, Hungary","en","3581738234",638,FALSE,"http://pbs.twimg.com/profile_images/644097845818068992/PHIi32Pe_normal.png"
"dejected asshole <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",907,256,848,188,"https://t.co/PxKyaRnQHV","Timothy",2015-09-01 12:36:41,FALSE,FALSE,"timreynaldo","probably at home or Royal ","en","3414800173",0,FALSE,"http://pbs.twimg.com/profile_images/856342583009714176/6CbwZkgW_normal.jpg"
"subhanawlloh",12814,443,0,535,NA,"Krishana Quondra",2016-12-02 07:54:21,FALSE,FALSE,"KQuondra","Jambi, Indonesia","id","804594536630480896",0,FALSE,"http://pbs.twimg.com/profile_images/805583382474170368/WXhFJNVK_normal.jpg"
"",12000,348,1,409,NA,"Ima Adinda P",2016-12-15 03:35:12,FALSE,FALSE,"ima_adinda","Dramaga, Indonesia","id","809240363131162631",5,FALSE,"http://pbs.twimg.com/profile_images/809284406544252928/E6YEGoGt_normal.jpg"
"Hating people is like burning down your own house to get rid of a rat.",12130,273,7,397,NA,"Erris Amanda",2016-12-17 03:11:49,FALSE,FALSE,"errisaman","Bandung, Jawa Barat","en","809959256925544448",7,FALSE,"http://pbs.twimg.com/profile_images/810682824378322944/4BRmfXsI_normal.jpg"
"ENFJ",13043,244,0,98,NA,"Avril Septy",2016-12-01 01:57:37,FALSE,FALSE,"avrisept","Jakarta Selatan, DKI Jakarta","en","804142377426264064",1,FALSE,"http://pbs.twimg.com/profile_images/804515325752451074/ER2ymURC_normal.jpg"
"",10144,160,8599,786,NA,"Marietes",2013-03-03 17:29:30,FALSE,FALSE,"cortyinjp","","en","1239422647",16,FALSE,"http://pbs.twimg.com/profile_images/491085160629035008/wCO803aC_normal.jpeg"
"",12785,339,9,330,NA,"Citra Aura",2016-12-12 10:35:13,FALSE,FALSE,"CitraAura9","Tamalate, Indonesia","id","808258900965335041",1,FALSE,"http://pbs.twimg.com/profile_images/808499149603676160/Izdu7cRI_normal.jpg"
"We Tweet @TheBrkNews From World Wide.  #Business #Entertainment #Sports #Politics #Live #Videos #Headlines #News !",440904,461,0,25,NA,"Breaking News",2015-09-19 04:15:41,FALSE,FALSE,"BN365","World Wide Web","en","3703454896",213,FALSE,"http://pbs.twimg.com/profile_images/663231525345996800/5lNUuXDr_normal.jpg"
"Nothing really matters",12462,378,7,398,NA,"Indra Ozawa",2016-12-14 03:59:31,FALSE,FALSE,"indraozaw","Jakarta Pusat, DKI Jakarta","en","808884095648268288",8,FALSE,"http://pbs.twimg.com/profile_images/808960470866489344/mtcT1-VX_normal.jpg"
"",13142,543,0,506,NA,"adi sanjaya",2016-11-25 04:04:54,FALSE,FALSE,"adi1211","Bandung Wetan, Indonesia","id","802000079817154560",9,FALSE,"http://pbs.twimg.com/profile_images/802054509488984065/LhnUE-jc_normal.jpg"
"JUSTICE AT LAST!!Liverpool FC.Big music lover rap,indie rock.Massive James/theslowreadersclub fan. Likes poker, golf,pool and darts.Adores Shelley",14264,592,5582,629,NA,"Philip Wright",2013-06-01 11:55:20,FALSE,FALSE,"redphil250505","Altrincham","en","1474538378",18,FALSE,"http://pbs.twimg.com/profile_images/675133598937272322/91Ao5m2S_normal.jpg"
"TV News Anchor,Balitang America,ABS-CBN;Columnist,Asian Journal.I RT tweets I may personally disagree w/but will help us look at issues from difft.perspectives.",44981,18521,250,412,"https://t.co/M2VVOIEXmv","Gel Santos Relos",2009-03-19 15:42:59,FALSE,FALSE,"GelSantosRelos","California, USA","en","25321033",230,FALSE,"http://pbs.twimg.com/profile_images/766484310857658368/yAIXhOqp_normal.jpg"
"I have no good intention. Please read at your own risk. I blog occasionally. Read them!",8068,111,1145,190,NA,"Erene",2009-03-19 11:28:16,FALSE,FALSE,"voirene","Malaysia","en","25271746",9,FALSE,"http://pbs.twimg.com/profile_images/782759312103870466/iIfIjJRD_normal.jpg"
"Author of Quantum Fading Strategies for Leveraged & Inverse ETFs, ISBN: 978-395489-102 [NYU Stern / HKUST] The Risk Master",79149,2216,76907,2028,"http://t.co/hYaKGkuMiN","Andreas Cseh",2013-11-22 07:49:08,FALSE,FALSE,"andreascseh","Hong Kong","en","2208541680",854,FALSE,"http://pbs.twimg.com/profile_images/837362110510190593/9ceXUljb_normal.jpg"
"weatherlover proud Hindu proud indian in a proud hindu nation allergic to commies anti nationals etc",60766,613,79136,483,NA,"sudarshan <U+0938><U+0941><U+0926><U+0930><U+0936><U+0928>",2014-08-27 06:34:43,FALSE,FALSE,"sudar2k","Chennai, India","en","2772554473",45,FALSE,"http://pbs.twimg.com/profile_images/867570570824732672/pLUN6cIl_normal.jpg"
